,Unnamed: 0,trial,sentence,condition,interference,transition,violation,trigger_number,filler,quantity,tokens,token_scores,sentence_score
4248,4248,4248,The plumbers that hate the lazy happy farmers sing.,full,constructive,smooth,no,plural,no,,"['The', 'Ġpl', 'umbers', 'Ġthat', 'Ġhate', 'Ġthe', 'Ġlazy', 'Ġhappy', 'Ġfarmers', 'Ġsing', '.', '<|endoftext|>']","[0.037699710577726364, 5.06484393554274e-05, 0.019695740193128586, 0.005841181147843599, 0.000203145740670152, 0.10803461074829102, 0.0001357782311970368, 3.935907079721801e-05, 0.0003727225703187287, 3.219730206183158e-05, 0.035061661154031754, 0.007837951183319092]",0.0031069518590811
5055,5055,5055,The woman that likes the doctor the most cheat.,interpolation,constructive,absent,yes,singular,no,additive,"['The', 'Ġwoman', 'Ġthat', 'Ġlikes', 'Ġthe', 'Ġdoctor', 'Ġthe', 'Ġmost', 'Ġcheat', '.', '<|endoftext|>']","[0.037699710577726364, 0.0005347932456061244, 0.0029968428425490856, 0.00012353227066341788, 0.021500159054994583, 0.00032022770028561354, 0.0018227597465738654, 0.7261824607849121, 9.032634125105687e-07, 0.07713878899812698, 0.007331514731049538]",0.002996842842549
6506,6506,6506,The waiter that loves the athlete very much cooks.,interpolation,constructive,absent,no,singular,no,additive,"['The', 'Ġwaiter', 'Ġthat', 'Ġloves', 'Ġthe', 'Ġathlete', 'Ġvery', 'Ġmuch', 'Ġcooks', '.', '<|endoftext|>']","[0.037699710577726364, 8.850534868543036e-06, 0.0039015887305140495, 0.0003891167289111763, 0.04214427247643471, 3.020216126969899e-06, 0.00013535314064938575, 0.9710836410522461, 7.218283280963078e-05, 0.016850387677550316, 0.004336328711360693]",0.003901588730514
10639,10639,10639,The farmers who hate the doctors very little prays.,interpolation,constructive,absent,yes,plural,no,subtractive,"['The', 'Ġfarmers', 'Ġwho', 'Ġhate', 'Ġthe', 'Ġdoctors', 'Ġvery', 'Ġlittle', 'Ġpr', 'ays', '.', '<|endoftext|>']","[0.037699710577726364, 2.8837483114330098e-05, 0.11025957763195038, 0.00011912747140740976, 0.18731474876403809, 2.333852171432227e-05, 5.282782149151899e-05, 0.0010959941428154707, 4.890975105809048e-06, 0.029588697478175163, 0.04920327663421631, 0.005797847639769316]",0.0034469208912923
12580,12580,12580,The women who dislike the bankers very much pray.,interpolation,constructive,absent,no,plural,no,additive,"['The', 'Ġwomen', 'Ġwho', 'Ġdislike', 'Ġthe', 'Ġbankers', 'Ġvery', 'Ġmuch', 'Ġpray', '.', '<|endoftext|>']","[0.037699710577726364, 0.0002731915155891329, 0.052743129432201385, 2.919722828664817e-05, 0.09914948046207428, 3.1709980248706415e-05, 0.00010397064033895731, 0.942535936832428, 1.3503487934940495e-05, 0.013408802449703217, 0.0032734074629843235]",0.0032734074629843
10370,10370,10370,The teacher that detests the nice careless painters swim.,full,destructive,smooth,yes,singular,no,,"['The', 'Ġteacher', 'Ġthat', 'Ġdet', 'ests', 'Ġthe', 'Ġnice', 'Ġcareless', 'Ġpain', 'ters', 'Ġswim', '.', '<|endoftext|>']","[0.037699710577726364, 7.631941116414964e-05, 0.0032341359183192253, 2.3570790290250443e-05, 0.21294477581977844, 0.10761506855487823, 4.1624145524110645e-05, 3.818843197223032e-06, 1.871600943559315e-05, 0.06938642263412476, 2.8473355087044183e-06, 0.006336189806461334, 0.010793857276439667]",0.0032341359183192
12041,12041,12041,The waiter that dislikes the happy funny farmers swims.,full,destructive,rough,no,singular,no,,"['The', 'Ġwaiter', 'Ġthat', 'Ġdisl', 'ikes', 'Ġthe', 'Ġhappy', 'Ġfunny', 'Ġfarmers', 'Ġswim', 's', '.', '<|endoftext|>']","[0.037699710577726364, 8.850534868543036e-06, 0.0039015887305140495, 5.529909685719758e-06, 0.6808230876922607, 0.10318412631750107, 3.559948527254164e-05, 8.562736184103414e-06, 3.4473534924472915e-06, 2.41628094954649e-06, 0.13660189509391785, 0.005192876327782869, 0.00420795101672411]",0.003901588730514
352,352,352,The pilots that hate the lazy careless actor cheats.,full,destructive,smooth,yes,plural,no,,"['The', 'Ġpilots', 'Ġthat', 'Ġhate', 'Ġthe', 'Ġlazy', 'Ġcareless', 'Ġactor', 'Ġche', 'ats', '.', '<|endoftext|>']","[0.037699710577726364, 1.685904135229066e-05, 0.007430907804518938, 5.044944191467948e-05, 0.11497153341770172, 3.49850561178755e-05, 3.0096580303506926e-06, 0.00011606553016463295, 1.6216768926824443e-05, 0.5138475298881531, 0.024654284119606018, 0.010871296748518944]",0.0037734866673417
427,427,427,The vets who like the gentle funny plumber sing.,full,destructive,rough,no,plural,no,,"['The', 'Ġvets', 'Ġwho', 'Ġlike', 'Ġthe', 'Ġgentle', 'Ġfunny', 'Ġpl', 'umber', 'Ġsing', '.', '<|endoftext|>']","[0.037699710577726364, 1.49282436723297e-06, 0.05022811144590378, 0.00032503734109923244, 0.04692216217517853, 5.001370300306007e-05, 5.253682320471853e-05, 3.2849875424290076e-05, 0.057909317314624786, 8.930066542234272e-05, 0.03227273002266884, 0.008312005549669266]",0.0043185214453842
2566,2566,2566,The barber who likes the men very little lie.,interpolation,destructive,absent,yes,singular,no,subtractive,"['The', 'Ġbar', 'ber', 'Ġwho', 'Ġlikes', 'Ġthe', 'Ġmen', 'Ġvery', 'Ġlittle', 'Ġlie', '.', '<|endoftext|>']","[0.037699710577726364, 0.00015501985035371035, 0.04543135687708855, 0.016085010021924973, 0.0006266023847274482, 0.022794269025325775, 0.00045352004235610366, 0.00010166216816287488, 0.000984678976237774, 3.861972345475806e-06, 0.014857713133096695, 0.005627231672406197]",0.0033059553243219
14483,14483,14483,The waiter who dislikes the lawyers very little smokes.,interpolation,destructive,absent,no,singular,no,subtractive,"['The', 'Ġwaiter', 'Ġwho', 'Ġdisl', 'ikes', 'Ġthe', 'Ġlawyers', 'Ġvery', 'Ġlittle', 'Ġsmokes', '.', '<|endoftext|>']","[0.037699710577726364, 8.850534868543036e-06, 0.06101249158382416, 1.4375375030795112e-05, 0.49217382073402405, 0.1227831095457077, 1.2528671504696831e-05, 0.0001396273437421769, 0.0011970835039392114, 2.177847272832878e-05, 0.027550674974918365, 0.005424221977591515]",0.0033106527407653
4527,4527,4527,The builders who dislike the chef the least runs.,interpolation,destructive,absent,yes,plural,no,subtractive,"['The', 'Ġbuilders', 'Ġwho', 'Ġdislike', 'Ġthe', 'Ġchef', 'Ġthe', 'Ġleast', 'Ġruns', '.', '<|endoftext|>']","[0.037699710577726364, 1.1416104825912043e-05, 0.03016560710966587, 9.727904398459941e-06, 0.21260550618171692, 6.309865057119168e-06, 0.0006044855108484626, 0.03618429973721504, 8.841790304359165e-07, 0.0028715883381664753, 0.0062288255430758]",0.0028715883381664
14951,14951,14951,The barbers that love the doctor the most lie.,interpolation,destructive,absent,no,plural,no,additive,"['The', 'Ġbar', 'bers', 'Ġthat', 'Ġlove', 'Ġthe', 'Ġdoctor', 'Ġthe', 'Ġmost', 'Ġlie', '.', '<|endoftext|>']","[0.037699710577726364, 0.00015501985035371035, 0.021894624456763268, 6.222881347639486e-05, 0.004581788554787636, 0.047753896564245224, 4.9632824811851606e-05, 0.0009207604452967644, 0.6213548183441162, 0.00010207096784142777, 0.053232282400131226, 0.002528489800170064]",0.0035551391774788
8065,8065,8065,The barber who runs quietly although quite elegantly run.,control,absent,absent,yes,singular,no,,"['The', 'Ġbar', 'ber', 'Ġwho', 'Ġruns', 'Ġquietly', 'Ġalthough', 'Ġquite', 'Ġeleg', 'antly', 'Ġrun', '.', '<|endoftext|>']","[0.037699710577726364, 0.00015501985035371035, 0.04543135687708855, 0.016085010021924973, 0.004320543259382248, 2.3127490749175195e-06, 8.589730714447796e-05, 0.0007587907603010535, 0.0006098962621763349, 0.9979231357574463, 6.714487972203642e-05, 0.0036187181249260902, 0.006423314101994038]",0.003618718124926
3754,3754,3754,The farmer who laughs slowly although quite quietly cheats.,control,absent,absent,no,singular,no,,"['The', 'Ġfarmer', 'Ġwho', 'Ġlaughs', 'Ġslowly', 'Ġalthough', 'Ġquite', 'Ġquietly', 'Ġche', 'ats', '.', '<|endoftext|>']","[0.037699710577726364, 3.362503775861114e-05, 0.1662406027317047, 4.7038556658662856e-06, 4.109560541110113e-05, 5.2233874157536775e-05, 0.0009611939894966781, 0.005949666257947683, 9.513148143014405e-06, 0.01433197595179081, 0.026616180315613747, 0.0075689759105443954]",0.0034554301237221
13725,13725,13725,The plumbers who talk quietly yet quite quickly prays.,control,absent,absent,yes,plural,no,,"['The', 'Ġpl', 'umbers', 'Ġwho', 'Ġtalk', 'Ġquietly', 'Ġyet', 'Ġquite', 'Ġquickly', 'Ġpr', 'ays', '.', '<|endoftext|>']","[0.037699710577726364, 5.06484393554274e-05, 0.019695740193128586, 0.0460578091442585, 8.260663162218407e-05, 0.00024624087382107973, 0.00033266161335632205, 0.0004229239420965314, 0.0031461804173886776, 6.914503956068074e-06, 0.0070341541431844234, 0.06296220421791077, 0.004306556656956673]",0.0031461804173886
2214,2214,2214,The chefs that laugh elegantly albeit rather slowly cook.,control,absent,absent,no,plural,no,,"['The', 'Ġchefs', 'Ġthat', 'Ġlaugh', 'Ġeleg', 'antly', 'Ġalbeit', 'Ġrather', 'Ġslowly', 'Ġcook', '.', '<|endoftext|>']","[0.037699710577726364, 6.014487553329673e-06, 0.009196200408041477, 7.4312652031949256e-06, 2.777115241769934e-06, 0.9999504089355469, 2.633817075547995e-06, 0.0008479013340547681, 0.008897636085748672, 0.0005339981871657073, 0.009694762527942657, 0.00586601160466671]",0.0033569564693607
2607,2607,2607,The athlete that hate the barber runs.,filler,-,absent,yes,singular,number,,"['The', 'Ġathlete', 'Ġthat', 'Ġhate', 'Ġthe', 'Ġbar', 'ber', 'Ġruns', '.', '<|endoftext|>']","[0.037699710577726364, 2.032828524534125e-05, 0.005116582382470369, 4.881469067186117e-06, 0.08083952218294144, 0.00036962173180654645, 0.01709890551865101, 0.00020507044973783195, 0.003584152553230524, 0.01018198486417532]",0.0043503674678504
4853,4853,4853,The barbers who loves the pilots pray.,filler,-,absent,yes,plural,number,,"['The', 'Ġbar', 'bers', 'Ġwho', 'Ġloves', 'Ġthe', 'Ġpilots', 'Ġpray', '.', '<|endoftext|>']","[0.037699710577726364, 0.00015501985035371035, 0.021894624456763268, 0.00036616099532693624, 1.018822513287887e-05, 0.061180997639894485, 4.789844751940109e-07, 1.9058084944845177e-05, 0.02282533049583435, 0.0063642412424087524]",0.0033652011188678
11136,11136,11136,The builder that hates the plumber runs.,filler,-,absent,no,singular,number,,"['The', 'Ġbuilder', 'Ġthat', 'Ġhates', 'Ġthe', 'Ġpl', 'umber', 'Ġruns', '.', '<|endoftext|>']","[0.037699710577726364, 1.896800495160278e-05, 0.0048370445147156715, 3.281956378486939e-05, 0.10987497121095657, 0.0001510975998826325, 0.18630993366241455, 0.0001842269120970741, 0.002161709126085043, 0.006462589837610722]",0.0034993768204003
12079,12079,12079,The teachers that dislike the lawyers lie.,filler,-,absent,no,plural,number,,"['The', 'Ġteachers', 'Ġthat', 'Ġdislike', 'Ġthe', 'Ġlawyers', 'Ġlie', '.', '<|endoftext|>']","[0.037699710577726364, 2.6793088181875646e-05, 0.004184516612440348, 2.4950479200924747e-05, 0.12548403441905975, 1.6204277926590294e-05, 1.526111736893654e-05, 0.18323545157909393, 0.006662903353571892]",0.0041845166124403
14269,14269,14269,The chef whom loves the pilot swims.,filler,-,absent,yes,singular,pos,,"['The', 'Ġchef', 'Ġwhom', 'Ġloves', 'Ġthe', 'Ġpilot', 'Ġswim', 's', '.', '<|endoftext|>']","[0.037699710577726364, 2.871782453439664e-05, 0.00024276660406030715, 8.215751222451217e-06, 0.04983571171760559, 5.927026904828381e-06, 4.721077402791707e-06, 0.02823653258383274, 0.006273943930864334, 0.006993752438575029]",0.0032583552674623
9033,9033,9033,The women whom hate the bakers cook.,filler,-,absent,yes,plural,pos,,"['The', 'Ġwomen', 'Ġwhom', 'Ġhate', 'Ġthe', 'Ġb', 'akers', 'Ġcook', '.', '<|endoftext|>']","[0.037699710577726364, 0.0002731915155891329, 0.0002398284850642085, 2.377796045038849e-05, 0.06390348076820374, 0.0002952800423372537, 0.010724577121436596, 4.115961564821191e-05, 0.01729399524629116, 0.006418366450816393]",0.0033568232465768
13183,13183,13183,The lawyer whom the woman loves smokes.,filler,-,absent,no,singular,pos,,"['The', 'Ġlawyer', 'Ġwhom', 'Ġthe', 'Ġwoman', 'Ġloves', 'Ġsmokes', '.', '<|endoftext|>']","[0.037699710577726364, 9.883702296065167e-05, 0.0004426122468430549, 0.0846460834145546, 0.004702840466052294, 0.00012152988347224891, 8.542992304683139e-07, 0.010887730866670609, 0.004191418178379536]",0.0041914181783795
7298,7298,7298,The chefs whom the athletes like cook.,filler,-,absent,no,plural,pos,,"['The', 'Ġchefs', 'Ġwhom', 'Ġthe', 'Ġathletes', 'Ġlike', 'Ġcook', '.', '<|endoftext|>']","[0.037699710577726364, 6.014487553329673e-06, 0.00010730949725257233, 0.06004229933023453, 0.00022251356858760118, 0.0036927664186805487, 2.6872312446357682e-05, 0.019629433751106262, 0.009499853476881981]",0.0036927664186805
15215,15215,15215,The waiter that like the teacher lies.,filler,-,absent,yes,singular,number,,"['The', 'Ġwaiter', 'Ġthat', 'Ġlike', 'Ġthe', 'Ġteacher', 'Ġlies', '.', '<|endoftext|>']","[0.037699710577726364, 8.850534868543036e-06, 0.0039015887305140495, 4.986853673472069e-05, 0.018503140658140182, 0.00012308071018196642, 9.357130329590291e-05, 0.07628605514764786, 0.006855865009129047]",0.003901588730514
9568,9568,9568,The farmers who hates the painters pray.,filler,-,absent,yes,plural,number,,"['The', 'Ġfarmers', 'Ġwho', 'Ġhates', 'Ġthe', 'Ġpain', 'ters', 'Ġpray', '.', '<|endoftext|>']","[0.037699710577726364, 2.8837483114330098e-05, 0.11025957763195038, 3.401980848138919e-07, 0.14920368790626526, 0.00042275298619642854, 0.002089214511215687, 2.7514399334904738e-05, 0.017017824575304985, 0.005687572527676821]",0.0038883935194462
591,591,591,The painter that dislikes the pilot lies.,filler,-,absent,no,singular,number,,"['The', 'Ġpainter', 'Ġthat', 'Ġdisl', 'ikes', 'Ġthe', 'Ġpilot', 'Ġlies', '.', '<|endoftext|>']","[0.037699710577726364, 1.0414167263661511e-05, 0.0026053115725517273, 1.6054762454587035e-05, 0.7952980995178223, 0.12256690859794617, 2.6633710149326362e-05, 0.00030656513990834355, 0.009882732294499874, 0.005146728828549385]",0.0038760202005505
6367,6367,6367,The builders who detest the bankers swim.,filler,-,absent,no,plural,number,,"['The', 'Ġbuilders', 'Ġwho', 'Ġdet', 'est', 'Ġthe', 'Ġbankers', 'Ġswim', '.', '<|endoftext|>']","[0.037699710577726364, 1.1416104825912043e-05, 0.03016560710966587, 1.4734252545167692e-05, 0.2484690546989441, 0.2600310146808624, 3.3233041904168203e-05, 1.0019366527558304e-06, 0.001468477537855506, 0.0056794206611812115]",0.0035739490995183
5716,5716,5716,The doctor whom dislikes the plumber sings.,filler,-,absent,yes,singular,pos,,"['The', 'Ġdoctor', 'Ġwhom', 'Ġdisl', 'ikes', 'Ġthe', 'Ġpl', 'umber', 'Ġsings', '.', '<|endoftext|>']","[0.037699710577726364, 0.00014899585221428424, 0.0009405913879163563, 3.9269048102141824e-07, 0.06458551436662674, 0.1057189479470253, 0.00012225245882291347, 0.06363880634307861, 4.452860957826488e-05, 0.012259537354111671, 0.0031655626371502876]",0.0031655626371502
11320,11320,11320,The athletes whom love the waiters smoke.,filler,-,absent,yes,plural,pos,,"['The', 'Ġathletes', 'Ġwhom', 'Ġlove', 'Ġthe', 'Ġwait', 'ers', 'Ġsmoke', '.', '<|endoftext|>']","[0.037699710577726364, 1.3565753761213273e-05, 0.0002062975981971249, 4.7618301323382184e-05, 0.09217700362205505, 1.44547793752281e-05, 0.0120366420596838, 4.545692263491219e-06, 0.02853822335600853, 0.007577353622764349]",0.0038918256104807
5429,5429,5429,The barber whom the pilot loves cooks.,filler,-,absent,no,singular,pos,,"['The', 'Ġbar', 'ber', 'Ġwhom', 'Ġthe', 'Ġpilot', 'Ġloves', 'Ġcooks', '.', '<|endoftext|>']","[0.037699710577726364, 0.00015501985035371035, 0.04543135687708855, 5.839615550939925e-05, 0.06418835371732712, 0.00016864259669091552, 0.0003546031075529754, 1.1092592103523202e-05, 0.01048989873379469, 0.007080891169607639]",0.0037177471385803
12199,12199,12199,The tailors whom the athletes hate sing.,filler,-,absent,no,plural,pos,,"['The', 'Ġtail', 'ors', 'Ġwhom', 'Ġthe', 'Ġathletes', 'Ġhate', 'Ġsing', '.', '<|endoftext|>']","[0.037699710577726364, 5.583306847256608e-05, 0.01939290016889572, 0.0001654741499805823, 0.09310536831617355, 6.736192153766751e-05, 0.0005205745692364872, 1.0236453817924485e-05, 0.03844019025564194, 0.007954823784530163]",0.0042376991768833
2316,2316,2316,The teacher who hate the plumber runs.,filler,-,absent,yes,singular,number,,"['The', 'Ġteacher', 'Ġwho', 'Ġhate', 'Ġthe', 'Ġpl', 'umber', 'Ġruns', '.', '<|endoftext|>']","[0.037699710577726364, 7.631941116414964e-05, 0.1632567197084427, 4.214547061565099e-06, 0.05313814431428909, 5.939727634540759e-05, 0.09472537040710449, 0.00016402991604991257, 0.0011394970351830125, 0.005550269968807697]",0.0033448835019953
15052,15052,15052,The authors who dislikes the tailors swim.,filler,-,absent,yes,plural,number,,"['The', 'Ġauthors', 'Ġwho', 'Ġdisl', 'ikes', 'Ġthe', 'Ġtail', 'ors', 'Ġswim', '.', '<|endoftext|>']","[0.037699710577726364, 0.0003633863525465131, 0.00041055356268770993, 9.77391096057545e-07, 0.06554130464792252, 0.13507843017578125, 2.0512903574854136e-05, 0.021654821932315826, 4.245172476657899e-06, 0.00550426309928298, 0.0031244128476828337]",0.0031244128476828
11462,11462,11462,The teacher that detests the man runs.,filler,-,absent,no,singular,number,,"['The', 'Ġteacher', 'Ġthat', 'Ġdet', 'ests', 'Ġthe', 'Ġman', 'Ġruns', '.', '<|endoftext|>']","[0.037699710577726364, 7.631941116414964e-05, 0.0032341359183192253, 2.3570790290250443e-05, 0.21294477581977844, 0.10761506855487823, 0.0031826351769268513, 5.071223858976737e-05, 0.0022895170841366053, 0.003995056729763746]",0.003208385547623
7023,7023,7023,The chefs who detest the actors swim.,filler,-,absent,no,plural,number,,"['The', 'Ġchefs', 'Ġwho', 'Ġdet', 'est', 'Ġthe', 'Ġactors', 'Ġswim', '.', '<|endoftext|>']","[0.037699710577726364, 6.014487553329673e-06, 0.07320870459079742, 8.897045518097002e-06, 0.6598738431930542, 0.16756105422973633, 8.385018190892879e-06, 6.136903721198905e-06, 0.001933933119289577, 0.0048614623956382275]",0.0033976977574639
36,36,36,The woman whom loves the waiter prays.,filler,-,absent,yes,singular,pos,,"['The', 'Ġwoman', 'Ġwhom', 'Ġloves', 'Ġthe', 'Ġwaiter', 'Ġpr', 'ays', '.', '<|endoftext|>']","[0.037699710577726364, 0.0005347932456061244, 0.0018204250372946262, 3.426925559324445e-06, 0.03616608306765556, 2.2641190298600122e-05, 1.5455625543836504e-05, 0.22441142797470093, 0.03550419956445694, 0.004682361613959074]",0.0032513933256268
9032,9032,9032,The actors whom detest the men pray.,filler,-,absent,yes,plural,pos,,"['The', 'Ġactors', 'Ġwhom', 'Ġdet', 'est', 'Ġthe', 'Ġmen', 'Ġpray', '.', '<|endoftext|>']","[0.037699710577726364, 2.6195199097855948e-05, 0.0002961441350635141, 2.0053080334037077e-06, 0.38773784041404724, 0.14893470704555511, 0.0006564983632415533, 4.9168116674991325e-05, 0.017220133915543556, 0.005349016282707453]",0.0030027573229745
11166,11166,11166,The teacher whom the banker likes prays.,filler,-,absent,no,singular,pos,,"['The', 'Ġteacher', 'Ġwhom', 'Ġthe', 'Ġbanker', 'Ġlikes', 'Ġpr', 'ays', '.', '<|endoftext|>']","[0.037699710577726364, 7.631941116414964e-05, 0.00055845663882792, 0.09237094968557358, 1.6653350030537695e-05, 0.00031226358260028064, 8.842233000905253e-06, 0.12927386164665222, 0.017419928684830666, 0.006497493479400873]",0.0035279750591143
14450,14450,14450,The men whom the lawyers detest cook.,filler,-,absent,no,plural,pos,,"['The', 'Ġmen', 'Ġwhom', 'Ġthe', 'Ġlawyers', 'Ġdet', 'est', 'Ġcook', '.', '<|endoftext|>']","[0.037699710577726364, 0.0004322997701819986, 0.00021890342759434134, 0.10608495771884918, 0.0009906090563163161, 1.009529751172522e-05, 0.36167067289352417, 1.928073970702826e-06, 0.027845676988363266, 0.006349982228130102]",0.0036702956422232
8577,8577,8577,The waiter who love the chef smokes.,filler,-,absent,yes,singular,number,,"['The', 'Ġwaiter', 'Ġwho', 'Ġlove', 'Ġthe', 'Ġchef', 'Ġsmokes', '.', '<|endoftext|>']","[0.037699710577726364, 8.850534868543036e-06, 0.06101249158382416, 6.6189909375680145e-06, 0.02048579975962639, 0.00139163201674819, 7.1809008659329265e-06, 0.021207483485341072, 0.003421379253268242]",0.0034213792532682
360,360,360,The men who likes the actors pray.,filler,-,absent,yes,plural,number,,"['The', 'Ġmen', 'Ġwho', 'Ġlikes', 'Ġthe', 'Ġactors', 'Ġpray', '.', '<|endoftext|>']","[0.037699710577726364, 0.0004322997701819986, 0.04050594940781593, 1.113485382120416e-06, 0.023610692471265793, 1.5753366824355908e-05, 1.9222512491978705e-05, 0.03354015573859215, 0.0036247142124921083]",0.0036247142124921
12454,12454,12454,The barber who detests the farmer runs.,filler,-,absent,no,singular,number,,"['The', 'Ġbar', 'ber', 'Ġwho', 'Ġdet', 'ests', 'Ġthe', 'Ġfarmer', 'Ġruns', '.', '<|endoftext|>']","[0.037699710577726364, 0.00015501985035371035, 0.04543135687708855, 0.016085010021924973, 5.0687096518231556e-05, 0.44456905126571655, 0.12691380083560944, 2.3962260456755757e-05, 0.00010848169040400535, 0.0009739201632328331, 0.003354845568537712]",0.0033548455685377
1802,1802,1802,The bakers who hate the women run.,filler,-,absent,no,plural,number,,"['The', 'Ġb', 'akers', 'Ġwho', 'Ġhate', 'Ġthe', 'Ġwomen', 'Ġrun', '.', '<|endoftext|>']","[0.037699710577726364, 0.00015020568389445543, 0.006068031303584576, 0.025861922651529312, 0.00034115638118237257, 0.10801565647125244, 0.0007121819071471691, 0.00010893120634136721, 0.0010379751911386847, 0.005274048540741205]",0.0031560118659399
5631,5631,5631,The tailor whom detests the baker sings.,filler,-,absent,yes,singular,pos,,"['The', 'Ġtailor', 'Ġwhom', 'Ġdet', 'ests', 'Ġthe', 'Ġbaker', 'Ġsings', '.', '<|endoftext|>']","[0.037699710577726364, 2.2267468011705205e-06, 0.0003600773634389043, 1.9575404621718917e-06, 0.33180540800094604, 0.1497168093919754, 4.387807712191716e-05, 1.391566820529988e-05, 0.01701224222779274, 0.005745578557252884]",0.0030528279603458
2119,2119,2119,The tailors whom hate the vets pray.,filler,-,absent,yes,plural,pos,,"['The', 'Ġtail', 'ors', 'Ġwhom', 'Ġhate', 'Ġthe', 'Ġvets', 'Ġpray', '.', '<|endoftext|>']","[0.037699710577726364, 5.583306847256608e-05, 0.01939290016889572, 0.0001654741499805823, 2.2041745978640392e-05, 0.09736759960651398, 2.1872552679269575e-05, 9.270965165342204e-06, 0.012192377820611, 0.0057595353573560715]",0.0029625047536683
6213,6213,6213,The banker whom the woman hates prays.,filler,-,absent,no,singular,pos,,"['The', 'Ġbanker', 'Ġwhom', 'Ġthe', 'Ġwoman', 'Ġhates', 'Ġpr', 'ays', '.', '<|endoftext|>']","[0.037699710577726364, 6.095932803873438e-06, 0.0007395526627078652, 0.08236038684844971, 0.0010712100192904472, 4.463677396415733e-05, 6.031351404089946e-06, 0.35413727164268494, 0.03452940657734871, 0.007359255105257034]",0.0042152325622737
9757,9757,9757,The actors whom the plumbers like sing.,filler,-,absent,no,plural,pos,,"['The', 'Ġactors', 'Ġwhom', 'Ġthe', 'Ġpl', 'umbers', 'Ġlike', 'Ġsing', '.', '<|endoftext|>']","[0.037699710577726364, 2.6195199097855948e-05, 0.0002961441350635141, 0.07306697219610214, 2.3205358957056887e-05, 0.06776899844408035, 0.001512574264779687, 2.1481106159626506e-05, 0.005128424149006605, 0.0060526346787810326]",0.0033204992068931
